Alapanyag neve,Elsődleges kategória,Másodlagos kategória,Foszfor,Magnézium,Nátrium,Kalcium,B6 vitamin,Kolin,Niacin - B3 vitamin,C vitamin,fehérje,telített zsírsav,többszörösen telített zsírsav,Vas,Cink,Réz,Mangán,Szelén,rost,cukor,víz,Tiamin - B1 vitamin,Riboflavin - B2 vitamin,Pantoténsav - B5 vitamin,Folát,E vitamin,D vitamin,B12 vitamin,egyszeresen telített zsírsav,Béta-karotin,Lutein+zeaxantin,K vitamin,A vitamin,Likopin,Alfa-karotin,Béta-kriptoxantin,koleszterin,Retinol,Folsav
stevia por,édesítők,édesítőszerek,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sushi rizs,gabonaipari termékek,rizsek,0.095,0.023,0.001,0.003,0.171,,0.004113,,6.5,0.14,0.138,0.00423,0.0011,0.00020999999999999998,0.001037,1.51e-05,2.8,,13.29,0.000565,4.8e-05,0.001287,0.000231,,,,0.161,,,,,,,,,,0.000225
sügér,halak,édesvizi hal,0.194,0.041,0.068,0.01,0.4,0.0608,0.0016,,18.43,0.511,0.743,0.00029,0.0004,1.9e-05,1.4999999999999999e-05,3.65e-05,,,78.27,0.00011,0.00011999999999999999,0.00075,5e-06,0.0008399999999999999,0.000226,3e-07,0.424,,,1.0000000000000001e-07,4.6e-05,,,,41.0,4.6e-05,
sütésálló lekvár,"lekvár, dzsem",lekvár,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
sütnivaló kolbász,"felvágottak, húskrémek","kolbász, szalámi",0.157,0.011,0.827,0.011,0.179,0.0611,0.002807,,11.98,9.313,3.626,0.0005899999999999999,0.00131,0.000176,1.1e-05,1.83e-05,,0.94,56.49,0.000212,0.00017999999999999998,0.000536,1e-06,0.00025,4.3e-05,6.6e-07,11.212,,,,,,,,61.0,,
sütő rum,italok,alkoholos ital,0.005,,0.001,,,,,,0.0,,,0.00011999999999999999,7.000000000000001e-05,5e-05,1.7999999999999997e-05,,,,66.6,8e-06,,,,,,,,,,,,,,,,,
citruspor,ízesítők,szárított fűszer,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szamóca,gyümölcsök,bogyós gyümölcs,0.024,0.013,0.001,0.016,0.047,0.0057,0.000386,0.0588,0.67,0.015,0.155,0.00041,0.00014000000000000001,4.8e-05,0.000386,4.0000000000000003e-07,2.0,4.89,90.95,2.4e-05,2.2e-05,0.000125,2.4e-05,0.00029,,,0.043,7e-06,2.6e-05,2.2e-06,1e-06,,,,,,
szamócadzsem,"lekvár, dzsem",dzsem,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
szardellapaszta,halak,halkészítmények,,,5.571,,,,,,14.0,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,
szardínia,halak,tengeri hal,0.49,0.039,0.307,0.382,0.167,0.075,0.0052450000000000005,,24.62,1.528,5.148,0.00292,0.00131,0.000186,0.000108,5.27e-05,,,59.61,8e-05,0.00022700000000000002,0.000642,1e-05,0.00204,0.000193,8.939999999999999e-06,3.869,,,2.6e-06,3.2e-05,,,,142.0,3.2e-05,
szárnyas alaplé,ízesítők,alaplevek,,,0.32,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szárnyas fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szarvacska tészta,tészták,hagyományos tészta,0.189,0.053,0.006,0.021,0.142,0.015099999999999999,0.007176999999999999,,13.04,0.277,0.564,0.0033,0.00141,0.000289,0.0009170000000000001,6.32e-05,3.2,2.67,9.9,0.000891,0.0004,0.000431,0.000237,0.00011,,,0.171,,1.8e-05,1.0000000000000001e-07,,,,,,,0.000219
szarvasbélszín,"húsok, belsőségek",vad,0.202,0.023,0.051,0.005,0.37,,0.00637,,22.96,0.95,0.47,0.0034,0.00209,0.000253,4.1e-05,9.699999999999999e-06,,,73.57,0.00022,0.00047999999999999996,,4e-06,0.0002,,6.31e-06,0.67,,,1.1e-06,,,,,85.0,,
szendvicskrém,tejtermékek,"vaj, vajkrém",,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szerecsendió virág,ízesítők,szárított fűszer,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szezámliszt,gabonaipari termékek,különleges liszt,0.81,0.362,0.041,0.15,0.152,,0.0126,,40.32,1.634,5.113,0.0143,0.0107,0.001432,0.001403,,,,6.61,0.0025299999999999997,0.00027,0.00276,2.9e-05,,,,4.405,,,,3e-06,,,,,,
szilvabefőtt,gyümölcsök,befőtt,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
színes cukorka,édesítők,"cukorka, csokoládé",,,0.01,,,,,,0.0,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,
szójajoghurt,növényi tejtermékek,egyéb,,,0.013,0.132,,,,0.0132,2.64,0.22,,,,,,,0.4,5.29,84.67,,,,,,5.3e-05,,,,,,,,,,,,
szójatej,növényi tejtermékek,növényi tej,0.052,0.025,0.051,0.025,0.077,0.023600000000000003,0.000513,,3.27,0.205,0.961,0.00064,0.00011999999999999999,0.000128,0.000223,4.8e-06,0.6,3.99,88.05,5.9999999999999995e-05,6.900000000000001e-05,0.000373,1.8e-05,0.00011,,,0.401,2e-06,,3e-06,,,,,,,
szőlőcukor,édesítők,cukrok,,,,,,,,,0.0,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,
szőlőlé,italok,üdítőital,0.014,0.01,0.005,0.011,0.032,0.0032,0.000133,0.0001,0.37,0.025,0.022,0.00025,7.000000000000001e-05,1.7999999999999997e-05,0.00023899999999999998,,0.2,14.2,84.51,1.7e-05,1.4999999999999999e-05,4.8e-05,,,,,0.003,5e-06,5.7e-05,4.0000000000000003e-07,,,,,,,
szőlőlevél,egyéb gyümölcsök,"gyümölcshéj, -levél",0.091,0.095,0.009,0.363,0.4,0.0128,0.002362,0.0111,5.6,0.336,1.065,0.00263,0.00067,0.000415,0.002855,9.000000000000001e-07,11.0,6.3,73.32,4e-05,0.000354,0.000231,8.3e-05,0.002,,,0.081,0.016194,0.001747,0.0001086,0.001376,,0.000629,9e-06,,,
szuronycsiga,tenger gyümölcsei,tenger gyümölcsei,0.141,0.086,0.206,0.057,0.342,0.065,0.0010500000000000002,0.004,23.84,0.031,0.023,0.005030000000000001,0.00163,0.00103,0.000447,4.48e-05,,,66.0,2.6e-05,0.000107,0.000208,6e-06,0.00013000000000000002,,9.07e-06,0.028,,,1.0000000000000001e-07,2.6e-05,,,,65.0,2.6e-05,
tápióka,gabonaipari termékek,keményítő,0.007,0.001,0.001,0.02,0.008,0.0012,,,0.19,0.005,0.003,0.00158,0.00011999999999999999,2e-05,0.00011,8.000000000000001e-07,0.9,3.35,10.99,4e-06,,0.000135,4e-06,,,,0.005,,,,,,,,,,
tápiókaliszt,gabonaipari termékek,különleges liszt,0.007,0.001,0.001,0.02,0.008,0.0012,,,0.19,0.005,0.003,0.00158,0.00011999999999999999,2e-05,0.00011,8.000000000000001e-07,0.9,3.35,10.99,4e-06,,0.000135,4e-06,,,,0.005,,,,,,,,,,
tárkonyecet,ízesítők,ecetfélék,0.004,0.001,0.002,0.006,,,,,0.0,,,2.9999999999999997e-05,1e-05,6e-06,5.5e-05,5e-07,,0.04,94.78,,,,,,,,,,,,,,,,,,
tartármártás,ízesítők,"mártás, öntet",0.017,0.006,0.667,0.026,0.044,0.008,9.3e-05,0.0023,1.0,3.333,9.044,0.00025,0.00011999999999999999,2.3e-05,0.000107,9.000000000000001e-07,0.5,4.25,67.0,1.6e-05,2.9e-05,7.3e-05,5e-06,0.0016799999999999999,2e-06,2e-08,3.605,6.7e-05,5.5e-05,5.04e-05,1.1e-05,,1.5e-05,3.5e-05,7.0,3e-06,
tejkaramella,édesítők,"cukorka, csokoládé",0.001,,0.391,0.004,,0.0008,2e-06,,0.03,2.065,0.122,1e-05,8.999999999999999e-05,1e-06,1e-06,6e-07,,80.46,5.25,1.2e-05,1.6e-05,4e-06,,8.999999999999999e-05,,,0.845,6e-06,,3e-07,2.8e-05,,,,9.0,2.7e-05,
tejszínízű pudingpor,édesítők,"puding, pudingpor",0.013,0.003,0.009,0.002,,0.0004,,,0.26,0.009,0.025,0.00047,5.9999999999999995e-05,5e-05,5.3e-05,2.8e-06,0.9,,8.32,,,,,,,,0.016,,,,,,,,,,
téliszalámi,"felvágottak, húskrémek","kolbász, szalámi",,,1.7,,,,,,24.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
teljeskiőrlésű tönkölybúza liszt,gabonaipari termékek,lisztek,0.401,0.136,0.008,0.027,0.23,,0.006843,,14.57,0.406,1.258,0.00444,0.00328,0.0005110000000000001,0.002983,1.17e-05,10.7,6.82,11.02,0.000364,0.00011300000000000001,0.0010680000000000002,4.5e-05,0.00079,,,0.445,5e-06,0.000169,3.6000000000000003e-06,,,,,,,
tonhalkonzerv,halak,halkészítmények,0.311,0.031,0.416,0.013,0.11,0.0293,0.0124,,29.13,1.534,2.885,0.00139,0.0009,7.099999999999999e-05,1.4999999999999999e-05,7.6e-05,,,59.83,3.8e-05,0.00011999999999999999,0.00037,5e-06,0.00087,0.000269,2.2e-06,2.949,,,4.4e-05,2.3e-05,,,,18.0,2.3e-05,
tonik,italok,üdítőital,,,0.012,0.001,,,,,0.0,,,1e-05,0.0001,6e-06,1e-06,,,8.8,91.1,,,,,,,,,,,,,,,,,,
tőkehalfilé,halak,tengeri hal,0.203,0.032,0.054,0.016,0.245,0.06520000000000001,0.002063,0.001,17.81,0.131,0.231,0.00038,0.00045,2.8e-05,1.4999999999999999e-05,3.31e-05,,,81.22,7.6e-05,6.500000000000001e-05,0.000153,7e-06,0.00064,3.6e-05,9.100000000000001e-07,0.094,,,1.0000000000000001e-07,1.2e-05,,,,43.0,1.2e-05,
tönkölybúza liszt,gabonaipari termékek,lisztek,0.401,0.136,0.008,0.027,0.23,,0.006843,,14.57,0.406,1.258,0.00444,0.00328,0.0005110000000000001,0.002983,1.17e-05,10.7,6.82,11.02,0.000364,0.00011300000000000001,0.0010680000000000002,4.5e-05,0.00079,,,0.445,5e-06,0.000169,3.6000000000000003e-06,,,,,,,
triple sec,italok,alkoholos ital,0.004,,0.001,,0.001,,1.3e-05,,0.0,,,4e-05,4e-05,2.1000000000000002e-05,1.7999999999999997e-05,,,,66.6,6e-06,4e-06,,,,,,,,,,,,,,,,
újhagyma zöldje,zöldségek,hagymaféle,0.025,0.016,0.015,0.052,0.088,0.0043,0.00033,0.0134,0.97,0.165,0.121,0.00051,0.0002,3.1e-05,0.00015,5e-07,1.8,3.91,92.32,2.9999999999999997e-05,2.6e-05,0.00013800000000000002,3e-05,0.00020999999999999998,,,0.042,0.0024,0.000858,0.0001563,0.0002,,,,,,
vadkacsamell,"húsok, belsőségek",kacsa,0.186,0.022,0.057,0.003,0.63,,0.003444,0.0062,19.85,1.32,0.58,0.00451,0.00074,0.00033,1.9e-05,1.39e-05,,,75.51,0.000416,0.00031,0.0007700000000000001,2.5e-05,,,7.6e-07,1.21,,,,1.6e-05,,,,77.0,1.6e-05,
vaníliapuding,édesítők,"puding, pudingpor",,,0.04,,,,,,2.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,
zöldség alaplé,ízesítők,alaplevek,,,0.32,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
négyszínű bors,ízesítők,szárított fűszer,0.158,0.171,0.02,0.443,0.291,0.011300000000000001,0.001143,,10.39,1.392,0.998,0.009710000000000002,0.0011899999999999999,0.00133,0.012753,4.9000000000000005e-06,25.3,0.64,12.46,0.000108,0.00017999999999999998,0.001399,1.7e-05,0.0010400000000000001,,,0.739,0.00031,0.000454,0.0001637,2.7e-05,2e-05,1.2e-05,2.5e-05,,,
zöldspárga,zöldségek,"tök, spárga",0.052,0.014,0.002,0.024,0.091,0.016,0.000978,0.0056,2.2,0.04,0.05,0.00214,0.00054,0.000189,0.000158,2.3e-06,2.1,1.88,93.22,0.00014299999999999998,0.00014099999999999998,0.00027400000000000005,5.2e-05,0.00113,,,,0.000449,0.00071,4.16e-05,3.8e-05,,9e-06,,,,
rostos gyümölcslé,italok,üdítőital,0.007,0.005,0.004,0.008,0.018,0.0018,7.3e-05,0.0009,0.1,0.022,0.039,0.00011999999999999999,2e-05,1.2e-05,7.4e-05,1.0000000000000001e-07,0.2,9.62,88.24,2.1000000000000002e-05,1.7e-05,4.9000000000000005e-05,,1e-05,,,0.006,,1.6e-05,,,,,,,,
szódavíz,italok,vizek,,0.001,0.004,0.003,,,,,0.0,,,,1e-05,1e-05,,,,,99.9,,,,,,,,,,,,,,,,,,
csípős paprikakrém,ízesítők,fűszerkrém,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tyúk,"húsok, belsőségek",csirkehús,0.147,0.02,0.07,0.011,0.35,0.0597,0.006801,0.0016,18.6,4.31,3.23,0.0009,0.00131,4.8e-05,1.9e-05,1.4400000000000001e-05,,,65.99,5.9999999999999995e-05,0.00011999999999999999,0.00091,6e-06,0.0003,1e-05,3.1e-07,6.24,,,1.5e-06,4.1e-05,,,,75.0,4.1e-05,
müzli mix,gabonaipari termékek,"pehely, korpa, csíra",,,0.017,,,,,,9.0,,,,,,,,10.0,16.0,,,,,,,,,,,,,,,,,,,
magyaros fűszerkeverék,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
madras curry,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toast kenyér,gabonaipari termékek,kenyérfélék,0.129,0.041,0.473,0.125,0.111,0.018699999999999998,0.0055899999999999995,0.0002,10.67,0.697,1.615,0.0036,0.0010400000000000001,0.000148,0.001026,2.8800000000000002e-05,4.0,5.73,35.25,0.00041099999999999996,0.000252,0.00082,8.5e-05,0.00019,,,0.612,1e-06,4.4e-05,4.9000000000000005e-06,,,,,,,2e-05
libamájpástétom,"felvágottak, húskrémek","májas, májkrém",0.2,0.013,0.697,0.07,0.06,,0.0025099999999999996,,11.4,14.45,0.84,0.0055,0.00092,0.0004,0.00011999999999999999,4.4e-05,,,37.04,8.8e-05,0.000299,0.0012,6e-05,,,9.4e-06,25.61,,,,0.001001,,,,150.0,0.001001,
folyami rák,tenger gyümölcsei,tenger gyümölcsei,0.256,0.027,0.058,0.027,0.108,0.0809,0.0022080000000000003,0.0012,15.97,0.159,0.293,0.0008399999999999999,0.0013,0.000419,0.00022600000000000002,3.16e-05,,,82.24,7.000000000000001e-05,3.2e-05,0.000546,3.7e-05,0.00285,,2e-06,0.174,,,1.0000000000000001e-07,1.6e-05,,,,114.0,1.6e-05,
sáfrányos szeklice,ízesítők,szárított fűszer,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rozspehely,gabonaipari termékek,"pehely, korpa, csíra",,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tintahalcsáp,tenger gyümölcsei,tenger gyümölcsei,0.221,0.033,0.044,0.032,0.056,0.065,0.002175,0.0047,15.58,0.358,0.524,0.00068,0.0015300000000000001,0.001891,3.5000000000000004e-05,4.48e-05,,,78.55,2e-05,0.000412,0.0005,5e-06,0.0012,,1.3e-06,0.107,,,,1e-05,,,,233.0,1e-05,
fogas,halak,édesvizi hal,0.2,0.03,0.062,0.08,0.12,0.065,0.00152,0.0017,19.39,0.185,0.368,0.0009,0.00111,0.00015,0.0007,1.26e-05,,,79.13,7.000000000000001e-05,0.0001,0.00075,5e-06,0.0002,0.000118,1.8999999999999998e-06,0.152,,,1.0000000000000001e-07,9e-06,,,,90.0,9e-06,
lenmagolaj,zsiradékok,növényi eredetű zsiradék,0.001,,,0.001,,0.0002,,,0.11,8.976,67.849,,7.000000000000001e-05,,,,,,0.12,,,,,0.00047,,,18.438,,,9.3e-06,,,,,,,
rostos almalé,italok,üdítőital,0.007,0.005,0.004,0.008,0.018,0.0018,7.3e-05,0.0009,0.1,0.022,0.039,0.00011999999999999999,2e-05,1.2e-05,7.4e-05,1.0000000000000001e-07,0.2,9.62,88.24,2.1000000000000002e-05,1.7e-05,4.9000000000000005e-05,,1e-05,,,0.006,,1.6e-05,,,,,,,,
zöldfűszer,ízesítők,fűszerkeverék,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nyúlcomb,"húsok, belsőségek",nyúl,0.213,0.019,0.041,0.013,0.5,,0.0072699999999999996,,20.05,1.66,1.08,0.00157,0.00157,0.000145,2.6e-05,2.37e-05,,,72.82,0.0001,0.00015,0.0008,8e-06,,,7.16e-06,1.5,,,,,,,,57.0,,
nyúlmáj,"húsok, belsőségek",nyúl,0.297,0.019,0.071,0.008,0.853,0.19440000000000002,0.009728,0.0179,16.92,1.563,1.306,0.00899,0.00267,0.000492,0.000255,5.46e-05,,,76.46,0.000305,0.001778,0.006233,0.000588,0.0007,,1.6579999999999997e-05,1.249,5.6e-05,,,0.003296,4e-05,1.1e-05,1.1e-05,345.0,0.00329,
libaszív,"húsok, belsőségek",liba,0.177,0.015,0.074,0.012,0.36,,0.004883,0.0032,15.55,2.66,2.71,0.00596,0.0065899999999999995,0.00034599999999999995,8.9e-05,4.2999999999999995e-06,,,73.56,0.000152,0.000728,0.002559,7.2e-05,,,7.29e-06,2.37,,,,9e-06,,,,136.0,9e-06,
thai halszósz,ízesítők,fűszeres szósz,0.007,0.175,7.851,0.043,0.396,0.0132,0.002313,0.0005,5.06,0.003,0.003,0.00078,0.0002,5e-05,0.00023300000000000003,9.1e-06,,3.64,71.07,1.2e-05,5.7e-05,0.000118,5.1e-05,,,4.8e-07,0.002,,,,4e-06,,,,,4e-06,
jégcsapretek,zöldségek,gyökérzöldség,0.028,0.009,0.016,0.027,0.075,,0.0003,0.029,1.1,0.03,0.045,0.0008,0.00013000000000000002,9.900000000000001e-05,3.3e-05,7e-07,1.4,,95.37,2.9999999999999997e-05,2e-05,0.000184,1.4e-05,,,,0.016,,,,,,,,,,
őzgerinc,"húsok, belsőségek",vad,0.202,0.023,0.051,0.005,0.37,,0.00637,,22.96,0.95,0.47,0.0034,0.00209,0.000253,4.1e-05,9.699999999999999e-06,,,73.57,0.00022,0.00047999999999999996,,4e-06,0.0002,,6.31e-06,0.67,,,1.1e-06,,,,,85.0,,
lime héja,egyéb gyümölcsök,"gyümölcshéj, -levél",0.012,0.015,0.006,0.134,0.172,0.0085,0.0004,0.129,1.5,0.039,0.089,0.0008,0.00025,9.2e-05,,7e-07,10.6,4.17,81.6,5.9999999999999995e-05,8e-05,0.000319,1.3e-05,0.00025,,,0.011,7e-06,1.8e-05,,3e-06,,1e-06,4.5e-05,,,
tökmagliszt,gabonaipari termékek,különleges liszt,,,,,,,,,54.0,,5.0,,,,,,6.0,,,,,,,,,,,,,,,,,,,,
sertésszív,"húsok, belsőségek",sertés,0.169,0.019,0.056,0.005,0.39,,0.006764999999999999,0.0053,17.27,1.16,1.12,0.00468,0.0028,0.000408,6.3e-05,1.04e-05,,,76.21,0.0006129999999999999,0.001185,0.0025150000000000003,4e-06,0.00063,,3.79e-06,1.02,,,,8e-06,,,,131.0,8e-06,
sertésnyelv,"húsok, belsőségek",sertés,0.193,0.018,0.11,0.016,0.24,,0.0053,0.0044,16.3,5.96,1.78,0.00335,0.0030099999999999997,7.000000000000001e-05,1.1e-05,1.04e-05,,,65.9,0.00049,0.00048499999999999997,0.000641,4e-06,0.00029,,2.84e-06,8.13,,,,,,,,101.0,,
sötét trombitagomba,gombák,erdei gomba,0.057,0.013,0.009,0.015,0.044,,0.004085,,1.49,,,0.00347,0.0007099999999999999,0.00035299999999999996,0.00028599999999999996,2.2e-06,3.8,1.16,89.85,1.4999999999999999e-05,0.000215,0.001075,2e-06,,0.000212,,,,,,,,,,,,
sertés agyvelő,"húsok, belsőségek",sertés,0.282,0.014,0.12,0.01,0.19,,0.004275,0.0135,10.28,2.079,1.429,0.0016,0.00127,0.00023999999999999998,9.4e-05,1.59e-05,,,78.36,0.000155,0.000275,0.0028,6e-06,,,2.1899999999999998e-06,1.659,,,,,,,,2195.0,,
némakacsa,"húsok, belsőségek",kacsa,0.139,0.015,0.063,0.011,0.19,0.031,0.003934,0.0028,11.49,13.22,5.08,0.0024,0.00136,0.000236,1.7e-05,1.24e-05,,,48.5,0.00019700000000000002,0.00020999999999999998,0.0009509999999999999,1.3e-05,0.0007,2.6e-05,2.5e-07,18.69,,,5.5e-06,5e-05,,,,76.0,5e-05,
őzcomb,"húsok, belsőségek",vad,0.202,0.023,0.051,0.005,0.37,,0.00637,,22.96,0.95,0.47,0.0034,0.00209,0.000253,4.1e-05,9.699999999999999e-06,,,73.57,0.00022,0.00047999999999999996,,4e-06,0.0002,,6.31e-06,0.67,,,1.1e-06,,,,,85.0,,
szegfűgomba,gombák,erdei gomba,0.086,0.009,0.005,0.003,0.104,0.0173,0.0036070000000000004,0.0021000000000000003,3.09,0.05,0.16,0.0005,0.0005200000000000001,0.00031800000000000003,4.7e-05,9.3e-06,1.0,1.98,92.45,8.1e-05,0.000402,0.001497,1.7e-05,1e-05,7e-06,4e-08,,,,,,,,,,,
vaddisznószűz,"húsok, belsőségek",vad,0.12,,,0.012,,,0.004,,21.51,0.99,0.48,,,,,9.800000000000001e-06,,,72.54,0.00039,0.00011,,,,,,1.3,,,,,,,,,,
vaddisznókaraj,"húsok, belsőségek",vad,0.12,,,0.012,,,0.004,,21.51,0.99,0.48,,,,,9.800000000000001e-06,,,72.54,0.00039,0.00011,,,,,,1.3,,,,,,,,,,
sertésvelő,"húsok, belsőségek",sertés,0.282,0.014,0.12,0.01,0.19,,0.004275,0.0135,10.28,2.079,1.429,0.0016,0.00127,0.00023999999999999998,9.4e-05,1.59e-05,,,78.36,0.000155,0.000275,0.0028,6e-06,,,2.1899999999999998e-06,1.659,,,,,,,,2195.0,,
meggyfa levél,egyéb gyümölcsök,"gyümölcshéj, -levél",,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
puffasztott amarant,gabonaipari termékek,"pehely, korpa, csíra",,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sózott törökmogyoró,gyümölcsök,diófélék,,,0.357,,,,,,17.0,10.0,,,,,,,7.0,3.0,,,,,,,,,,,,,,,,,,,
lime levél,egyéb gyümölcsök,"gyümölcshéj, -levél",,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
törökméz,édesítők,"cukorka, csokoládé",,,1.256,,,,,,0.0,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,
muflon,"húsok, belsőségek",egyéb hús,0.211,0.024,0.062,0.005,0.721,0.0874,0.00638,,21.59,2.0,0.309,0.0025299999999999997,0.00394,0.000134,1.9e-05,3.23e-05,,,72.19,7.3e-05,0.000204,0.00069,6e-06,8e-05,,4.34e-06,2.503,,,,,,,,61.0,,
marhavelő,"húsok, belsőségek",marha,0.362,0.013,0.126,0.043,0.226,,0.0035499999999999998,0.0107,10.86,2.3,1.586,0.0025499999999999997,0.00102,0.000287,2.6e-05,2.13e-05,,,76.29,9.2e-05,0.000199,0.0020099999999999996,3e-06,0.00099,,9.51e-06,1.89,8.8e-05,,,7e-06,,,,3010.0,,
meggylekvár,"lekvár, dzsem",lekvár,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
meggydzsem,"lekvár, dzsem",dzsem,0.019,0.004,0.032,0.02,0.02,0.010199999999999999,3.5999999999999994e-05,0.0088,0.37,0.01,,0.00049,5.9999999999999995e-05,0.0001,4e-05,2e-06,1.1,48.5,30.47,1.6e-05,7.6e-05,2e-05,1.1e-05,0.00011999999999999999,,,0.038,,,,,,,,,,
sárgabarackbefőtt,gyümölcsök,befőtt,0.013,0.008,0.004,0.011,0.054,0.0018,0.000304,0.0027,0.53,0.003,0.01,0.00039,0.00011,7.9e-05,5.2e-05,1.0000000000000001e-07,1.6,14.89,82.56,1.6e-05,2e-05,9.2e-05,2e-06,0.0006,,,0.021,0.000789,2.6e-05,2.2e-06,6.6e-05,,,7e-06,,,
keszeg,halak,édesvizi hal,0.415,0.029,0.049,0.041,0.19,0.065,0.00164,0.0016,17.83,1.083,1.431,0.00124,0.00148,5.7e-05,4.2000000000000004e-05,1.26e-05,,,76.31,0.000115,5.5e-05,0.00075,1.5e-05,0.00063,0.000988,1.53e-06,2.328,,,1.0000000000000001e-07,9e-06,,,,66.0,9e-06,
süldő malac,"húsok, belsőségek",sertés,,,0.073,,,,,,19.0,3.0,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,
némakacsa melle,"húsok, belsőségek",kacsa,0.203,0.019,0.074,0.011,0.34,0.0536,0.0053,0.0058,18.28,2.32,0.75,0.0024,0.0019,0.000253,1.9e-05,1.39e-05,,,73.77,0.00035999999999999997,0.00045,0.0016,2.5e-05,0.0007,3e-06,4.0000000000000003e-07,1.54,,,2.8e-06,2.4e-05,,,,77.0,2.4e-05,
lángolt kolbász,"felvágottak, húskrémek","kolbász, szalámi",,,1.7,,,,,,22.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
rózsa,"gyógynövények, virágok",kerti virág,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
szarvascomb,"húsok, belsőségek",vad,0.202,0.023,0.051,0.005,0.37,,0.00637,,22.96,0.95,0.47,0.0034,0.00209,0.000253,4.1e-05,9.699999999999999e-06,,,73.57,0.00022,0.00047999999999999996,,4e-06,0.0002,,6.31e-06,0.67,,,1.1e-06,,,,,85.0,,
libanyak bőr,"húsok, belsőségek",liba,0.1,0.013,0.063,0.011,0.09,,0.003987,,13.33,9.08,6.81,0.00108,0.00093,4.1e-05,1.9e-05,1.23e-05,,,54.22,3.3e-05,6.900000000000001e-05,0.0006919999999999999,3e-06,,2.4e-05,2.3000000000000002e-07,13.54,6e-06,,2.8999999999999998e-06,7.6e-05,,,,109.0,7.6e-05,
cukorgyöngy,édesítők,"cukorka, csokoládé",,,0.001,0.001,,,,,0.0,,,5e-05,1e-05,7e-06,4e-06,6e-07,,99.8,0.02,,1.9e-05,,,,,,,,,,,,,,,,
káposztalevél,zöldségek,káposztafélék,0.026,0.012,0.018,0.04,0.124,0.0107,0.00023400000000000002,0.0366,1.28,0.034,0.017,0.00047,0.00017999999999999998,1.9e-05,0.00016,3e-07,2.5,3.2,92.18,6.1e-05,4e-05,0.000212,4.3e-05,0.00015,,,0.017,4.2e-05,3e-05,7.6e-05,5e-06,,3.3e-05,,,,
marhafelsál,"húsok, belsőségek",marha,0.211,0.024,0.062,0.005,0.721,0.0874,0.00638,,21.59,2.0,0.309,0.0025299999999999997,0.00394,0.000134,1.9e-05,3.23e-05,,,72.19,7.3e-05,0.000204,0.00069,6e-06,8e-05,,4.34e-06,2.503,,,,,,,,61.0,,
